,word,pron,phono,segm,pseg,gpmatch
9217,salade,salad,sa.lad,.s.a.l.a.d.e,.s.a.l.a.d.#,(s-s.a-a.l-l.a-a.d-d.e-#)
9218,salades,salad,sa.lad,.s.a.l.a.d.e.s,.s.a.l.a.d.#.#,(s-s.a-a.l-l.a-a.d-d.e-#.s-#)
9219,saladier,saladje,sa.la.dje,.s.a.l.a.d.i.er,.s.a.l.a.d.j.e,(s-s.a-a.l-l.a-a.d-d.i-j.er-e)
9220,sale,sal,sal,.s.a.l.e,.s.a.l.#,(s-s.a-a.l-l.e-#)
9221,sale,sal,sal,.s.a.l.e,.s.a.l.#,(s-s.a-a.l-l.e-#)
9222,salé,sale,sa.le,.s.a.l.é,.s.a.l.e,(s-s.a-a.l-l.é-e)
9223,salé,sale,sa.le,.s.a.l.é,.s.a.l.e,(s-s.a-a.l-l.é-e)
9224,salé,sale,sa.le,.s.a.l.é,.s.a.l.e,(s-s.a-a.l-l.é-e)
9225,salée,sale,sa.le,.s.a.l.é.e,.s.a.l.e.#,(s-s.a-a.l-l.é-e.e-#)
9226,salée,sale,sa.le,.s.a.l.é.e,.s.a.l.e.#,(s-s.a-a.l-l.é-e.e-#)
9227,salement,salm@,sal.m@,.s.a.l.e.m.en.t,.s.a.l.#.m.@.#,(s-s.a-a.l-l.e-#.m-m.en-@.t-#)
9228,saler,sale,sa.le,.s.a.l.er,.s.a.l.e,(s-s.a-a.l-l.er-e)
9229,sales,sal,sal,.s.a.l.e.s,.s.a.l.#.#,(s-s.a-a.l-l.e-#.s-#)
9230,salés,sale,sa.le,.s.a.l.é.s,.s.a.l.e.#,(s-s.a-a.l-l.é-e.s-#)
9231,saleté,salte,sal.te,.s.a.l.e.t.é,.s.a.l.#.t.e,(s-s.a-a.l-l.e-#.t-t.é-e)
9232,sali,sali,sa.li,.s.a.l.i,.s.a.l.i,(s-s.a-a.l-l.i-i)
9233,salière,saljER,sa.ljER,.s.a.l.i.è.r.e,.s.a.l.j.E.R.#,(s-s.a-a.l-l.i-j.è-E.r-R.e-#)
9234,salir,saliR,sa.liR,.s.a.l.i.r,.s.a.l.i.R,(s-s.a-a.l-l.i-i.r-R)
9235,salis,sali,sa.li,.s.a.l.i.s,.s.a.l.i.#,(s-s.a-a.l-l.i-i.s-#)
9236,salissant,salis@,sa.li.s@,.s.a.l.i.ss.an.t,.s.a.l.i.s.@.#,(s-s.a-a.l-l.i-i.ss-s.an-@.t-#)
9237,salit,sali,sa.li,.s.a.l.i.t,.s.a.l.i.#,(s-s.a-a.l-l.i-i.t-#)
9238,salle,sal,sal,.s.a.ll.e,.s.a.l.#,(s-s.a-a.ll-l.e-#)
9239,salon,sal§,sa.l§,.s.a.l.on,.s.a.l.§,(s-s.a-a.l-l.on-§)
9240,salopette,salopEt,sa.lo.pEt,.s.a.l.o.p.e.tt.e,.s.a.l.o.p.E.t.#,(s-s.a-a.l-l.o-o.p-p.e-E.tt-t.e-#)
9241,salsifis,salsifi,sal.si.fi,.s.a.l.s.i.f.i.s,.s.a.l.s.i.f.i.#,(s-s.a-a.l-l.s-s.i-i.f-f.i-i.s-#)
9242,saluait,sal8E,sa.l8E,.s.a.l.u.ai.t,.s.a.l.8.E.#,(s-s.a-a.l-l.u-8.ai-E.t-#)
9243,salue,saly,sa.ly,.s.a.l.u.e,.s.a.l.y.#,(s-s.a-a.l-l.u-y.e-#)
9244,salué,sal8e,sa.l8e,.s.a.l.u.é,.s.a.l.8.e,(s-s.a-a.l-l.u-8.é-e)
9245,saluent,saly,sa.ly,.s.a.l.u.e.n.t,.s.a.l.y.#.#.#,(s-s.a-a.l-l.u-y.e-#.n-#.t-#)
9246,saluer,sal8e,sa.l8e,.s.a.l.u.er,.s.a.l.8.e,(s-s.a-a.l-l.u-8.er-e)
9247,salut,saly,sa.ly,.s.a.l.u.t,.s.a.l.y.#,(s-s.a-a.l-l.u-y.t-#)
9248,salutations,salytasj§,sa.ly.ta.sj§,.s.a.l.u.t.a.t.i.on.s,.s.a.l.y.t.a.s.j.§.#,(s-s.a-a.l-l.u-y.t-t.a-a.t-s.i-j.on-§.s-#)
9249,sam,sam,sam,.s.am,.s.am,(s-s.am-am)
9250,samedi,samdi,sam.di,.s.a.m.e.d.i,.s.a.m.#.d.i,(s-s.a-a.m-m.e-#.d-d.i-i)
9251,samia,samja,sa.mja,.s.a.m.i.a,.s.a.m.j.a,(s-s.a-a.m-m.i-j.a-a)
9252,samuel,sam8El,sa.m8El,.s.a.m.u.e.l,.s.a.m.8.E.l,(s-s.a-a.m-m.u-8.e-E.l-l)
9253,sandale,s@dal,s@.dal,.s.an.d.a.l.e,.s.@.d.a.l.#,(s-s.an-@.d-d.a-a.l-l.e-#)
9254,sandales,s@dal,s@.dal,.s.an.d.a.l.e.s,.s.@.d.a.l.#.#,(s-s.an-@.d-d.a-a.l-l.e-#.s-#)
9255,sandrine,s@dRin,s@.dRin,.s.an.d.r.i.n.e,.s.@.d.R.i.n.#,(s-s.an-@.d-d.r-R.i-i.n-n.e-#)
9256,sandwich,s@dwitS,s@.dwitS,.s.an.d.w.i.ch,.s.@.d.w.i.tS,(s-s.an-@.d-d.w-w.i-i.ch-tS)
9257,sandwiches,s@dwitS,s@.dwitS,.s.an.d.w.i.ch.e.s,.s.@.d.w.i.tS.#.#,(s-s.an-@.d-d.w-w.i-i.ch-tS.e-#.s-#)
9258,sandwichs,s@dwitS,s@.dwitS,.s.an.d.w.i.ch.s,.s.@.d.w.i.tS.#,(s-s.an-@.d-d.w-w.i-i.ch-tS.s-#)
9259,sang,s@,s@,.s.an.g,.s.@.#,(s-s.an-@.g-#)
9260,sanglier,s@glije,s@.gli.je,.s.an.g.l.i.er,.s.@.g.l.ij.e,(s-s.an-@.g-g.l-l.i-ij.er-e)
9261,sanglote,s@glot,s@.glot,.s.an.g.l.o.t.e,.s.@.g.l.o.t.#,(s-s.an-@.g-g.l-l.o-o.t-t.e-#)
9262,sans,s@,s@,.s.an.s,.s.@.#,(s-s.an-@.s-#)
9263,santé,s@te,s@.te,.s.an.t.é,.s.@.t.e,(s-s.an-@.t-t.é-e)
9264,sapin,sap5,sa.p5,.s.a.p.in,.s.a.p.5,(s-s.a-a.p-p.in-5)
9265,sapins,sap5,sa.p5,.s.a.p.in.s,.s.a.p.5.#,(s-s.a-a.p-p.in-5.s-#)
9266,sarabande,saRab@d,sa.Ra.b@d,.s.a.r.a.b.an.d.e,.s.a.R.a.b.@.d.#,(s-s.a-a.r-R.a-a.b-b.an-@.d-d.e-#)
9267,sarah,saRa,sa.Ra,.s.a.r.a.h,.s.a.R.a.#,(s-s.a-a.r-R.a-a.h-#)
9268,sardine,saRdin,saR.din,.s.a.r.d.i.n.e,.s.a.R.d.i.n.#,(s-s.a-a.r-R.d-d.i-i.n-n.e-#)
9269,sardines,saRdin,saR.din,.s.a.r.d.i.n.e.s,.s.a.R.d.i.n.#.#,(s-s.a-a.r-R.d-d.i-i.n-n.e-#.s-#)
9270,satan,sat@,sa.t@,.s.a.t.an,.s.a.t.@,(s-s.a-a.t-t.an-@)
9271,satin,sat5,sa.t5,.s.a.t.in,.s.a.t.5,(s-s.a-a.t-t.in-5)
9272,satisfaite,satisfEt,sa.tis.fEt,.s.a.t.i.s.f.ai.t.e,.s.a.t.i.s.f.E.t.#,(s-s.a-a.t-t.i-i.s-s.f-f.ai-E.t-t.e-#)
9273,saturnin,satyRn5,sa.tyR.n5,.s.a.t.u.r.n.in,.s.a.t.y.R.n.5,(s-s.a-a.t-t.u-y.r-R.n-n.in-5)
9274,sauce,sOs,sOs,.s.au.c.e,.s.O.s.#,(s-s.au-O.c-s.e-#)
9275,sauce,sOs,sOs,.s.au.c.e,.s.O.s.#,(s-s.au-O.c-s.e-#)
9276,saucisse,sOsis,sO.sis,.s.au.c.i.ss.e,.s.O.s.i.s.#,(s-s.au-O.c-s.i-i.ss-s.e-#)
9277,saucisses,sOsis,sO.sis,.s.au.c.i.ss.e.s,.s.O.s.i.s.#.#,(s-s.au-O.c-s.i-i.ss-s.e-#.s-#)
9278,saucisson,sOsis§,sO.si.s§,.s.au.c.i.ss.on,.s.O.s.i.s.§,(s-s.au-O.c-s.i-i.ss-s.on-§)
9279,sauf,sOf,sOf,.s.au.f,.s.O.f,(s-s.au-O.f-f)
9280,sauf,sOf,sOf,.s.au.f,.s.O.f,(s-s.au-O.f-f)
9281,sauge,sOZ,sOZ,.s.au.g.e,.s.O.Z.#,(s-s.au-O.g-Z.e-#)
9282,saule,sOl,sOl,.s.au.l.e,.s.O.l.#,(s-s.au-O.l-l.e-#)
9283,saumon,sOm§,sO.m§,.s.au.m.on,.s.O.m.§,(s-s.au-O.m-m.on-§)
9284,saur,soR,soR,.s.au.r,.s.o.R,(s-s.au-o.r-R)
9285,saura,sORa,sO.Ra,.s.au.r.a,.s.O.R.a,(s-s.au-O.r-R.a-a)
9286,saurai,sORE,sO.RE,.s.au.r.ai,.s.O.R.E,(s-s.au-O.r-R.ai-E)
9287,saurais,sORE,sO.RE,.s.au.r.ai.s,.s.O.R.E.#,(s-s.au-O.r-R.ai-E.s-#)
9288,sauras,sORa,sO.Ra,.s.au.r.a.s,.s.O.R.a.#,(s-s.au-O.r-R.a-a.s-#)
9289,saut,sO,sO,.s.au.t,.s.O.#,(s-s.au-O.t-#)
9290,sauta,sOta,sO.ta,.s.au.t.a,.s.O.t.a,(s-s.au-O.t-t.a-a)
9291,sautais,sOtE,sO.tE,.s.au.t.ai.s,.s.O.t.E.#,(s-s.au-O.t-t.ai-E.s-#)
9292,sautait,sOtE,sO.tE,.s.au.t.ai.t,.s.O.t.E.#,(s-s.au-O.t-t.ai-E.t-#)
9293,sautant,sOt@,sO.t@,.s.au.t.an.t,.s.O.t.@.#,(s-s.au-O.t-t.an-@.t-#)
9294,sautant,sOt@,sO.t@,.s.au.t.an.t,.s.O.t.@.#,(s-s.au-O.t-t.an-@.t-#)
9295,saute,sOt,sOt,.s.au.t.e,.s.O.t.#,(s-s.au-O.t-t.e-#)
9296,sauté,sOte,sO.te,.s.au.t.é,.s.O.t.e,(s-s.au-O.t-t.é-e)
9297,sautent,sOt,sOt,.s.au.t.e.n.t,.s.O.t.#.#.#,(s-s.au-O.t-t.e-#.n-#.t-#)
9298,sauter,sOte,sO.te,.s.au.t.er,.s.O.t.e,(s-s.au-O.t-t.er-e)
9299,sauterai,sOtRE,sO.tRE,.s.au.t.e.r.ai,.s.O.t.#.R.E,(s-s.au-O.t-t.e-#.r-R.ai-E)
9300,sauterelle,sOtREl,sO.tREl,.s.au.t.e.r.e.ll.e,.s.O.t.#.R.E.l.#,(s-s.au-O.t-t.e-#.r-R.e-E.ll-l.e-#)
9301,sauterelles,sOtREl,sO.tREl,.s.au.t.e.r.e.ll.e.s,.s.O.t.#.R.E.l.#.#,(s-s.au-O.t-t.e-#.r-R.e-E.ll-l.e-#.s-#)
9302,sautèrent,sOtER,sO.tER,.s.au.t.è.r.e.n.t,.s.O.t.E.R.#.#.#,(s-s.au-O.t-t.è-E.r-R.e-#.n-#.t-#)
9303,sautes,sOt,sOt,.s.au.t.e.s,.s.O.t.#.#,(s-s.au-O.t-t.e-#.s-#)
9304,sauteur,sOt9R,sO.t9R,.s.au.t.eu.r,.s.O.t.9.R,(s-s.au-O.t-t.eu-9.r-R)
9305,sautez,sOte,sO.te,.s.au.t.ez,.s.O.t.e,(s-s.au-O.t-t.ez-e)
9306,sautiez,sOtje,sO.tje,.s.au.t.i.ez,.s.O.t.j.e,(s-s.au-O.t-t.i-j.ez-e)
9307,sautillant,sOtij@,sO.ti.j@,.s.au.t.ill.an.t,.s.O.t.ij.@.#,(s-s.au-O.t-t.ill-ij.an-@.t-#)
9308,sautille,sOtij,sO.tij,.s.au.t.ill.e,.s.O.t.ij.#,(s-s.au-O.t-t.ill-ij.e-#)
9309,sautiller,sOtije,sO.ti.je,.s.au.t.ill.er,.s.O.t.ij.e,(s-s.au-O.t-t.ill-ij.er-e)
9310,sauva,sOva,sO.va,.s.au.v.a,.s.O.v.a,(s-s.au-O.v-v.a-a)
9311,sauvage,sOvaZ,sO.vaZ,.s.au.v.a.g.e,.s.O.v.a.Z.#,(s-s.au-O.v-v.a-a.g-Z.e-#)
9312,sauvages,sOvaZ,sO.vaZ,.s.au.v.a.g.e.s,.s.O.v.a.Z.#.#,(s-s.au-O.v-v.a-a.g-Z.e-#.s-#)
9313,sauvages,sOvaZ,sO.vaZ,.s.au.v.a.g.e.s,.s.O.v.a.Z.#.#,(s-s.au-O.v-v.a-a.g-Z.e-#.s-#)
9314,sauvant,sOv@,sO.v@,.s.au.v.an.t,.s.O.v.@.#,(s-s.au-O.v-v.an-@.t-#)
9315,sauve,sOv,sOv,.s.au.v.e,.s.O.v.#,(s-s.au-O.v-v.e-#)
9316,sauve,sOv,sOv,.s.au.v.e,.s.O.v.#,(s-s.au-O.v-v.e-#)
9317,sauvé,sOve,sO.ve,.s.au.v.é,.s.O.v.e,(s-s.au-O.v-v.é-e)
9318,sauvée,sOve,sO.ve,.s.au.v.é.e,.s.O.v.e.#,(s-s.au-O.v-v.é-e.e-#)
9319,sauvent,sOv,sOv,.s.au.v.e.n.t,.s.O.v.#.#.#,(s-s.au-O.v-v.e-#.n-#.t-#)
9320,sauver,sOve,sO.ve,.s.au.v.er,.s.O.v.e,(s-s.au-O.v-v.er-e)
9321,sauvera,sOvRa,sO.vRa,.s.au.v.e.r.a,.s.O.v.#.R.a,(s-s.au-O.v-v.e-#.r-R.a-a)
9322,sauverons,sOvR§,sO.vR§,.s.au.v.e.r.on.s,.s.O.v.#.R.§.#,(s-s.au-O.v-v.e-#.r-R.on-§.s-#)
9323,sauveront,sOvR§,sO.vR§,.s.au.v.e.r.on.t,.s.O.v.#.R.§.#,(s-s.au-O.v-v.e-#.r-R.on-§.t-#)
9324,sauvés,sOve,sO.ve,.s.au.v.é.s,.s.O.v.e.#,(s-s.au-O.v-v.é-e.s-#)
9325,sauvetage,sOvtaZ,sOv.taZ,.s.au.v.e.t.a.g.e,.s.O.v.#.t.a.Z.#,(s-s.au-O.v-v.e-#.t-t.a-a.g-Z.e-#)
9326,sauveteurs,sOvt9R,sOv.t9R,.s.au.v.e.t.eu.r.s,.s.O.v.#.t.9.R.#,(s-s.au-O.v-v.e-#.t-t.eu-9.r-R.s-#)
9327,savaient,savE,sa.vE,.s.a.v.ai.e.n.t,.s.a.v.E.#.#.#,(s-s.a-a.v-v.ai-E.e-#.n-#.t-#)
9328,savais,savE,sa.vE,.s.a.v.ai.s,.s.a.v.E.#,(s-s.a-a.v-v.ai-E.s-#)
9329,savait,savE,sa.vE,.s.a.v.ai.t,.s.a.v.E.#,(s-s.a-a.v-v.ai-E.t-#)
9330,savane,savan,sa.van,.s.a.v.a.n.e,.s.a.v.a.n.#,(s-s.a-a.v-v.a-a.n-n.e-#)
9331,savant,sav@,sa.v@,.s.a.v.an.t,.s.a.v.@.#,(s-s.a-a.v-v.an-@.t-#)
9332,savant,sav@,sa.v@,.s.a.v.an.t,.s.a.v.@.#,(s-s.a-a.v-v.an-@.t-#)
9333,savants,sav@,sa.v@,.s.a.v.an.t.s,.s.a.v.@.#.#,(s-s.a-a.v-v.an-@.t-#.s-#)
9334,savent,sav,sav,.s.a.v.e.n.t,.s.a.v.#.#.#,(s-s.a-a.v-v.e-#.n-#.t-#)
9335,savez,save,sa.ve,.s.a.v.ez,.s.a.v.e,(s-s.a-a.v-v.ez-e)
9336,savoie,savwa,sa.vwa,.s.a.v.oi.e,.s.a.v.wa.#,(s-s.a-a.v-v.oi-wa.e-#)
9337,savoir,savwaR,sa.vwaR,.s.a.v.oi.r,.s.a.v.wa.R,(s-s.a-a.v-v.oi-wa.r-R)
9338,savoir,savwaR,sa.vwaR,.s.a.v.oi.r,.s.a.v.wa.R,(s-s.a-a.v-v.oi-wa.r-R)
9339,savon,sav§,sa.v§,.s.a.v.on,.s.a.v.§,(s-s.a-a.v-v.on-§)
9340,savonne,savon,sa.von,.s.a.v.o.nn.e,.s.a.v.o.n.#,(s-s.a-a.v-v.o-o.nn-n.e-#)
9341,savonnée,savone,sa.vo.ne,.s.a.v.o.nn.é.e,.s.a.v.o.n.e.#,(s-s.a-a.v-v.o-o.nn-n.é-e.e-#)
9342,savourer,savuRe,sa.vu.Re,.s.a.v.ou.r.er,.s.a.v.u.R.e,(s-s.a-a.v-v.ou-u.r-R.er-e)
9343,savoureux,savuR2,sa.vu.R2,.s.a.v.ou.r.eu.x,.s.a.v.u.R.2.#,(s-s.a-a.v-v.ou-u.r-R.eu-2.x-#)
9344,saxophone,saksofon,sak.so.fon,.s.a.x.o.ph.o.n.e,.s.a.ks.o.f.o.n.#,(s-s.a-a.x-ks.o-o.ph-f.o-o.n-n.e-#)
9345,scandinaves,sk@dinav,sk@.di.nav,.s.c.an.d.i.n.a.v.e.s,.s.k.@.d.i.n.a.v.#.#,(s-s.c-k.an-@.d-d.i-i.n-n.a-a.v-v.e-#.s-#)
9346,scarole,skaRol,ska.Rol,.s.c.a.r.o.l.e,.s.k.a.R.o.l.#,(s-s.c-k.a-a.r-R.o-o.l-l.e-#)
9347,scélérat,seleRa,se.le.Ra,.sc.é.l.é.r.a.t,.s.e.l.e.R.a.#,(sc-s.é-e.l-l.é-e.r-R.a-a.t-#)
9348,scélérat,seleRa,se.le.Ra,.sc.é.l.é.r.a.t,.s.e.l.e.R.a.#,(sc-s.é-e.l-l.é-e.r-R.a-a.t-#)
9349,scène,sEn,sEn,.sc.è.n.e,.s.E.n.#,(sc-s.è-E.n-n.e-#)
9350,scènes,sEn,sEn,.sc.è.n.e.s,.s.E.n.#.#,(sc-s.è-E.n-n.e-#.s-#)
9351,schtroumpfs,StRumpf,StRumpf,.sch.t.r.ou.m.p.f.s,.S.t.R.u.m.p.f.#,(sch-S.t-t.r-R.ou-u.m-m.p-p.f-f.s-#)
9352,sciant,sj@,sj@,.sc.i.an.t,.s.j.@.#,(sc-s.i-j.an-@.t-#)
9353,scie,si,si,.sc.i.e,.s.i.#,(sc-s.i-i.e-#)
9354,scie,si,si,.sc.i.e,.s.i.#,(sc-s.i-i.e-#)
9355,sciences,sj@s,sj@s,.sc.i.en.c.e.s,.s.j.@.s.#.#,(sc-s.i-j.en-@.c-s.e-#.s-#)
9356,scier,sje,sje,.sc.i.er,.s.j.e,(sc-s.i-j.er-e)
9357,scintille,s5tij,s5.tij,.sc.in.t.ill.e,.s.5.t.ij.#,(sc-s.in-5.t-t.ill-ij.e-#)
9358,scolaire,skolER,sko.lER,.s.c.o.l.ai.r.e,.s.k.o.l.E.R.#,(s-s.c-k.o-o.l-l.ai-E.r-R.e-#)
9359,scolaires,skolER,sko.lER,.s.c.o.l.ai.r.e.s,.s.k.o.l.E.R.#.#,(s-s.c-k.o-o.l-l.ai-E.r-R.e-#.s-#)
9360,scores,skoR,skoR,.s.c.o.r.e.s,.s.k.o.R.#.#,(s-s.c-k.o-o.r-R.e-#.s-#)
9361,scorpion,skoRpj§,skoR.pj§,.s.c.o.r.p.i.on,.s.k.o.R.p.j.§,(s-s.c-k.o-o.r-R.p-p.i-j.on-§)
9362,scorpions,skoRpj§,skoR.pj§,.s.c.o.r.p.i.on.s,.s.k.o.R.p.j.§.#,(s-s.c-k.o-o.r-R.p-p.i-j.on-§.s-#)
9363,se,s*,s*,.s.e,.s.*,(s-s.e-*)
9364,séance,se@s,se.@s,.s.é.an.c.e,.s.e.@.s.#,(s-s.é-e.an-@.c-s.e-#)
9365,séances,se@s,se.@s,.s.é.an.c.e.s,.s.e.@.s.#.#,(s-s.é-e.an-@.c-s.e-#.s-#)
9366,seau,sO,sO,.s.eau,.s.O,(s-s.eau-O)
9367,seaux,sO,sO,.s.eau.x,.s.O.#,(s-s.eau-O.x-#)
9368,sébastien,sebastj5,se.bas.tj5,.s.é.b.a.s.t.i.en,.s.e.b.a.s.t.j.5,(s-s.é-e.b-b.a-a.s-s.t-t.i-j.en-5)
9369,sébile,sebil,se.bil,.s.é.b.i.l.e,.s.e.b.i.l.#,(s-s.é-e.b-b.i-i.l-l.e-#)
9370,sec,sEk,sEk,.s.e.c,.s.E.k,(s-s.e-E.c-k)
9371,sec,sEk,sEk,.s.e.c,.s.E.k,(s-s.e-E.c-k)
9372,sécateur,sekat9R,se.ka.t9R,.s.é.c.a.t.eu.r,.s.e.k.a.t.9.R,(s-s.é-e.c-k.a-a.t-t.eu-9.r-R)
9373,séchant,seS@,se.S@,.s.é.ch.an.t,.s.e.S.@.#,(s-s.é-e.ch-S.an-@.t-#)
9374,sèche,sES,sES,.s.è.ch.e,.s.E.S.#,(s-s.è-E.ch-S.e-#)
9375,sèche,sES,sES,.s.è.ch.e,.s.E.S.#,(s-s.è-E.ch-S.e-#)
9376,séché,seSe,se.Se,.s.é.ch.é,.s.e.S.e,(s-s.é-e.ch-S.é-e)
9377,séchée,seSe,se.Se,.s.é.ch.é.e,.s.e.S.e.#,(s-s.é-e.ch-S.é-e.e-#)
9378,séchées,seSe,se.Se,.s.é.ch.é.e.s,.s.e.S.e.#.#,(s-s.é-e.ch-S.é-e.e-#.s-#)
9379,sécher,seSe,se.Se,.s.é.ch.er,.s.e.S.e,(s-s.é-e.ch-S.er-e)
9380,séchoir,seSwaR,se.SwaR,.s.é.ch.oi.r,.s.e.S.wa.R,(s-s.é-e.ch-S.oi-wa.r-R)
9381,second,s*g§,s*.g§,.s.e.c.on.d,.s.*.g.§.#,(s-s.e-*.c-g.on-§.d-#)
9382,second,s*g§,s*.g§,.s.e.c.on.d,.s.*.g.§.#,(s-s.e-*.c-g.on-§.d-#)
9383,seconde,s*g§d,s*.g§d,.s.e.c.on.d.e,.s.*.g.§.d.#,(s-s.e-*.c-g.on-§.d-d.e-#)
9384,seconde,s*g§d,s*.g§d,.s.e.c.on.d.e,.s.*.g.§.d.#,(s-s.e-*.c-g.on-§.d-d.e-#)
9385,secoua,s*kwa,s*.kwa,.s.e.c.ou.a,.s.*.k.w.a,(s-s.e-*.c-k.ou-w.a-a)
9386,secouant,s*kw@,s*.kw@,.s.e.c.ou.an.t,.s.*.k.w.@.#,(s-s.e-*.c-k.ou-w.an-@.t-#)
9387,secoue,s*ku,s*.ku,.s.e.c.ou.e,.s.*.k.u.#,(s-s.e-*.c-k.ou-u.e-#)
9388,secouent,s*ku,s*.ku,.s.e.c.ou.e.n.t,.s.*.k.u.#.#.#,(s-s.e-*.c-k.ou-u.e-#.n-#.t-#)
9389,secouer,s*kwe,s*.kwe,.s.e.c.ou.er,.s.*.k.w.e,(s-s.e-*.c-k.ou-w.er-e)
9390,secouèrent,s*kwER,s*.kwER,.s.e.c.ou.è.r.e.n.t,.s.*.k.w.E.R.#.#.#,(s-s.e-*.c-k.ou-w.è-E.r-R.e-#.n-#.t-#)
9391,secours,s*kuR,s*.kuR,.s.e.c.ou.r.s,.s.*.k.u.R.#,(s-s.e-*.c-k.ou-u.r-R.s-#)
9392,secousse,s*kus,s*.kus,.s.e.c.ou.ss.e,.s.*.k.u.s.#,(s-s.e-*.c-k.ou-u.ss-s.e-#)
9393,secret,s*kRE,s*.kRE,.s.e.c.r.e.t,.s.*.k.R.E.#,(s-s.e-*.c-k.r-R.e-E.t-#)
9394,secret,s*kRE,s*.kRE,.s.e.c.r.e.t,.s.*.k.R.E.#,(s-s.e-*.c-k.r-R.e-E.t-#)
9395,secrète,s*kREt,s*.kREt,.s.e.c.r.è.t.e,.s.*.k.R.E.t.#,(s-s.e-*.c-k.r-R.è-E.t-t.e-#)
9396,secs,sEk,sEk,.s.e.c.s,.s.E.k.#,(s-s.e-E.c-k.s-#)
9397,sécurité,sekyRite,se.ky.Ri.te,.s.é.c.u.r.i.t.é,.s.e.k.y.R.i.t.e,(s-s.é-e.c-k.u-y.r-R.i-i.t-t.é-e)
9398,seguin,s*g5,s*.g5,.s.e.gu.in,.s.*.g.5,(s-s.e-*.gu-g.in-5)
9399,seigneur,sEN9R,sE.N9R,.s.ei.gn.eu.r,.s.E.N.9.R,(s-s.ei-E.gn-N.eu-9.r-R)
9400,seigneurs,sEN9R,sE.N9R,.s.ei.gn.eu.r.s,.s.E.N.9.R.#,(s-s.ei-E.gn-N.eu-9.r-R.s-#)
9401,sein,s5,s5,.s.ein,.s.5,(s-s.ein-5)
9402,seine,sEn,sEn,.s.ei.n.e,.s.E.n.#,(s-s.ei-E.n-n.e-#)
9403,seize,sEz,sEz,.s.ei.z.e,.s.E.z.#,(s-s.ei-E.z-z.e-#)
9404,séjour,seZuR,se.ZuR,.s.é.j.ou.r,.s.e.Z.u.R,(s-s.é-e.j-Z.ou-u.r-R)
9405,sel,sEl,sEl,.s.e.l,.s.E.l,(s-s.e-E.l-l)
9406,selle,sEl,sEl,.s.e.ll.e,.s.E.l.#,(s-s.e-E.ll-l.e-#)
9407,selon,s*l§,s*.l§,.s.e.l.on,.s.*.l.§,(s-s.e-*.l-l.on-§)
9408,semaine,s*mEn,s*.mEn,.s.e.m.ai.n.e,.s.*.m.E.n.#,(s-s.e-*.m-m.ai-E.n-n.e-#)
9409,semaines,s*mEn,s*.mEn,.s.e.m.ai.n.e.s,.s.*.m.E.n.#.#,(s-s.e-*.m-m.ai-E.n-n.e-#.s-#)
9410,semblant,s@bl@,s@.bl@,.s.em.b.l.an.t,.s.@.b.l.@.#,(s-s.em-@.b-b.l-l.an-@.t-#)
9411,semblant,s@bl@,s@.bl@,.s.em.b.l.an.t,.s.@.b.l.@.#,(s-s.em-@.b-b.l-l.an-@.t-#)
9412,semble,s@bl*,s@.bl*,.s.em.b.l.e,.s.@.b.l.*,(s-s.em-@.b-b.l-l.e-*)
9413,semblez,s@ble,s@.ble,.s.em.b.l.ez,.s.@.b.l.e,(s-s.em-@.b-b.l-l.ez-e)
9414,sème,sEm,sEm,.s.è.m.e,.s.E.m.#,(s-s.è-E.m-m.e-#)
9415,semé,s*me,s*.me,.s.e.m.é,.s.*.m.e,(s-s.e-*.m-m.é-e)
9416,semé,s*me,s*.me,.s.e.m.é,.s.*.m.e,(s-s.e-*.m-m.é-e)
9417,semée,s*me,s*.me,.s.e.m.é.e,.s.*.m.e.#,(s-s.e-*.m-m.é-e.e-#)
9418,semelle,s*mEl,s*.mEl,.s.e.m.e.ll.e,.s.*.m.E.l.#,(s-s.e-*.m-m.e-E.ll-l.e-#)
9419,semelles,s*mEl,s*.mEl,.s.e.m.e.ll.e.s,.s.*.m.E.l.#.#,(s-s.e-*.m-m.e-E.ll-l.e-#.s-#)
9420,semer,s*me,s*.me,.s.e.m.er,.s.*.m.e,(s-s.e-*.m-m.er-e)
9421,semeur,s*m9R,s*.m9R,.s.e.m.eu.r,.s.*.m.9.R,(s-s.e-*.m-m.eu-9.r-R)
9422,semoule,s*mul,s*.mul,.s.e.m.ou.l.e,.s.*.m.u.l.#,(s-s.e-*.m-m.ou-u.l-l.e-#)
9423,sens,s@s,s@s,.s.en.s,.s.@.s,(s-s.en-@.s-s)
9424,sens,s@,s@,.s.en.s,.s.@.#,(s-s.en-@.s-#)
9425,sensationnelle,s@sasjonEl,s@.sa.sjo.nEl,.s.en.s.a.t.i.o.nn.e.ll.e,.s.@.s.a.s.j.o.n.E.l.#,(s-s.en-@.s-s.a-a.t-s.i-j.o-o.nn-n.e-E.ll-l.e-#)
9426,sensible,s@sibl*,s@.si.bl*,.s.en.s.i.b.l.e,.s.@.s.i.b.l.*,(s-s.en-@.s-s.i-i.b-b.l-l.e-*)
9427,sent,s@,s@,.s.en.t,.s.@.#,(s-s.en-@.t-#)
9428,sentait,s@tE,s@.tE,.s.en.t.ai.t,.s.@.t.E.#,(s-s.en-@.t-t.ai-E.t-#)
