,word,orthosyll,syll,freq,pron,len,phlen
24004,pénitent,pé-ni-tent,pe-ni-t@,2.84,penit@,8,6
24006,pénombre,pé-nom-bre,pe-n§bR,28.24,pen§bR,8,6
24007,pénultième,pé-nul-tiè-me,pe-nyl-tjEm,0.07,penyltjEm,10,9
24008,pénurie,pé-nu-rie,pe-ny-Ri,2.84,penyRi,7,6
24009,pénétrant,pé-né-trant,pe-ne-tR@,4.53,penetR@,9,7
24011,pénétrer,pé-né-trer,pe-ne-tRe,87.23,penetRe,8,7
24012,pénétré,pé-né-tré,pe-ne-tRe,2.36,penetRe,7,7
24013,pépettes,pé-pet-tes,pe-pEt,0.2,pepEt,8,5
24014,pépiant,pé-piant,pe-pj@,0.2,pepj@,7,5
24015,pépie,pé-pie,pe-pi,0.27,pepi,5,4
24016,pépiement,pé-pie-ment,pe-pi-m@,2.77,pepim@,9,6
24017,pépier,pé-pier,pe-pje,1.28,pepje,6,5
24018,pépin,pé-pin,pe-p5,3.51,pep5,5,4
24019,pépinière,pé-pi-niè-re,pe-pi-njER,0.95,pepinjER,9,8
24021,pépite,pé-pi-te,pe-pit,0.61,pepit,6,5
24022,péplum,pé-plum,pe-plOm,0.54,peplOm,6,6
24023,pépère,pé-pè-re,pe-pER,3.18,pepER,6,5
24024,pépètes,pé-pè-tes,pe-pEt,0.34,pepEt,7,5
24025,pépé,pé-pé,pe-pe,16.96,pepe,4,4
24026,pépée,pé-pée,pe-pe,0.54,pepe,5,4
24027,péquenaud,pé-que-naud,pE-k°-no,0.27,pEk°no,9,6
24028,péquenot,pé-que-not,pE-k°-no,1.82,pEk°no,8,6
24029,péquin,pé-quin,pe-k5,0.2,pek5,6,4
24031,pérenne,pé-ren-ne,pe-REn,0.14,peREn,7,5
24032,pérennité,pé-ren-ni-té,pe-Re-ni-te,0.74,peRenite,9,8
24033,péri,pé-ri,pe-Ri,0.07,peRi,4,4
24034,péricliter,pé-ri-cli-ter,pe-Ri-kli-te,1.01,peRiklite,10,9
24035,périf,pé-rif,pe-Rif,0.27,peRif,5,5
24037,périgée,pé-ri-gée,pe-Ri-Ze,0.07,peRiZe,7,6
24038,péril,pé-ril,pe-Ril,13.78,peRil,5,5
24039,périlleux,pé-ril-leux,pe-Ri-j2,6.76,peRij2,9,6
24040,périmètre,pé-ri-mè-tre,pe-Ri-mEtR,2.84,peRimEtR,9,8
24041,périmé,pé-ri-mé,pe-Ri-me,2.36,peRime,6,6
24042,périnée,pé-ri-née,pe-Ri-ne,0.47,peRine,7,6
24043,période,pé-rio-de,pe-RjOd,41.89,peRjOd,7,6
24045,périodique,pé-rio-di-que,pe-Rjo-dik,1.89,peRjodik,10,8
24046,périph,pé-ri-ph,pe-Rif,0.2,peRif,6,5
24047,périphrase,pé-ri-ph-ra-se,pe-Ri-fRaz,0.27,peRifRaz,10,8
24048,périphérie,pé-ri-phé-rie,pe-Ri-fe-Ri,3.04,peRifeRi,10,8
24050,périple,pé-ri-ple,pe-Ripl,2.64,peRipl,7,6
24051,péripétie,pé-ri-pé-tie,pe-Ri-pe-si,6.69,peRipesi,9,8
24052,périr,pé-rir,pe-RiR,10.34,peRiR,5,5
24053,périscope,pé-ri-sco-pe,pe-Ris-kOp,0.88,peRiskOp,9,8
24054,périssable,pé-ris-sa-ble,pe-Ri-sabl,1.82,peRisabl,10,8
24055,périssoire,pé-ris-soi-re,pe-Ri-swaR,0.2,peRiswaR,10,8
24057,péristyle,pé-ri-sty-le,pe-Ris-til,1.49,peRistil,9,8
24058,péritoine,pé-ri-toi-ne,pe-Ri-twan,0.14,peRitwan,9,8
24059,péritonite,pé-ri-to-ni-te,pe-Ri-to-nit,0.47,peRitonit,10,9
24060,péronnelle,pé-ron-nel-le,pe-Ro-nEl,0.07,peRonEl,10,7
24061,péroné,pé-ro-né,pe-Ro-ne,0.14,peRone,6,6
24062,péroraison,pé-ro-rai-son,pe-Ro-RE-z§,1.08,peRoREz§,10,8
24063,pérorer,pé-ro-rer,pe-Ro-Re,3.24,peRoRe,7,6
24064,péroreur,pé-ro-reur,pe-Ro-R9R,0.07,peRoR9R,8,7
24065,péruvien,pé-ru-vien,pe-Ry-vj5,0.68,peRyvj5,8,7
24067,pérégriner,pé-ré-gri-ner,pe-Re-gRi-ne,0.47,peRegRine,10,9
24069,pétainiste,pé-tai-nis-te,pe-tE-nist,0.54,petEnist,10,8
24070,pétale,pé-ta-le,pe-tal,8.24,petal,6,5
24071,pétanque,pé-tan-que,pe-t@k,1.49,pet@k,8,5
24072,pétant,pé-tant,pe-t@,0.68,pet@,6,4
24073,pétaradant,pé-ta-ra-dant,pe-ta-Ra-d@,0.88,petaRad@,10,8
24074,pétarade,pé-ta-ra-de,pe-ta-Rad,2.36,petaRad,8,7
24075,pétarader,pé-ta-ra-der,pe-ta-Ra-de,1.55,petaRade,9,8
24076,pétard,pé-tard,pe-taR,9.93,petaR,6,5
24077,pétardier,pé-tar-dier,pe-taR-dje,0.47,petaRdje,9,8
24078,pétase,pé-ta-se,pe-taz,0.14,petaz,6,5
24079,pétasse,pé-tas-se,pe-tas,0.95,petas,7,5
24080,pétaudière,pé-tau-diè-re,pe-to-djER,0.07,petodjER,10,8
24081,péter,pé-ter,pe-te,16.28,pete,5,4
24082,péteur,pé-teur,pe-t9R,0.07,pet9R,6,5
24083,péteuse,pé-teu-se,pe-t2z,0.54,pet2z,7,5
24084,péteux,pé-teux,pe-t2,0.61,pet2,6,4
24085,pétillant,pé-til-lant,pe-ti-j@,3.24,petij@,9,6
24087,pétiller,pé-til-ler,pe-ti-je,4.39,petije,8,6
24088,pétiole,pé-tio-le,pe-sjOl,0.07,pesjOl,7,6
24089,pétition,pé-ti-tion,pe-ti-sj§,1.76,petisj§,8,7
24091,pétochard,pé-to-chard,pe-to-SaR,0.14,petoSaR,9,7
24092,pétoche,pé-to-che,pe-tOS,2.77,petOS,7,5
24093,pétoire,pé-toi-re,pe-twaR,1.62,petwaR,7,6
24094,pétomane,pé-to-ma-ne,pe-to-man,0.47,petoman,8,7
24095,pétoulet,pé-tou-let,pe-tu-lE,0.41,petulE,8,6
24096,pétrel,pé-trel,pe-tREl,0.07,petREl,6,6
24097,pétri,pé-tri,pe-tRi,0.34,petRi,5,5
24099,pétrifier,pé-tri-fier,pe-tRi-fje,8.38,petRifje,9,8
24100,pétrifié,pé-tri-fié,pe-tRi-fje,5.41,petRifje,8,8
24101,pétrin,pé-trin,pe-tR5,3.31,petR5,6,5
24102,pétrir,pé-trir,pe-tRiR,11.01,petRiR,6,6
24103,pétrissage,pé-tris-sa-ge,pe-tRi-saZ,0.14,petRisaZ,10,8
24104,pétrisseur,pé-tris-seur,pe-tRi-s9R,0.07,petRis9R,10,8
24106,pétrole,pé-tro-le,pe-tROl,15.41,petROl,7,6
24107,pétrolette,pé-tro-let-te,pe-tRo-lEt,0.2,petRolEt,10,8
24108,pétrolier,pé-tro-lier,pe-tRo-lje,2.23,petRolje,9,8
24110,pétrus,pé-trus,pe-tRy,0.34,petRy,6,5
24111,pétulance,pé-tu-lan-ce,pe-ty-l@s,0.34,petyl@s,9,7
24112,pétulant,pé-tu-lant,pe-ty-l@,0.54,petyl@,8,6
24113,pétuner,pé-tu-ner,pe-ty-ne,0.2,petyne,7,6
24114,pétunia,pé-tu-nia,pe-ty-nja,1.01,petynja,7,7
24115,pété,pé-té,pe-te,0.81,pete,4,4
24116,pêche,pê-che,pES,30.41,pES,5,3
24117,pêcher,pê-cher,pe-Se,12.84,peSe,6,4
24118,pêcherie,pê-che-rie,pE-S°-Ri,0.88,pES°Ri,8,6
24119,pêcheur,pê-cheur,pE-S9R,27.43,pES9R,7,5
24120,pêché,pê-ché,pe-Se,0.2,peSe,5,4
24121,pêne,pê-ne,pEn,0.81,pEn,4,3
24122,pôle,pô-le,pol,3.99,pol,4,3
24123,q,q,ky,0.61,ky,1,2
24124,qu,qu,k,1.55,k,2,1
24126,quadrature,qua-dra-tu-re,kwa-dRa-tyR,1.15,kwadRatyR,10,9
24127,quadri,qua-dri,ka-dRi,0.07,kadRi,6,5
24128,quadriceps,qua-dri-ceps,kwa-dRi-sEps,0.07,kwadRisEps,10,10
24130,quadrige,qua-dri-ge,ka-dRiZ,0.07,kadRiZ,8,6
24133,quadrille,qua-dril-le,ka-dRij,0.88,kadRij,9,6
24134,quadriller,qua-dril-ler,ka-dRi-je,3.85,kadRije,10,7
24135,quadrilobé,qua-dri-lo-bé,kwa-dRi-lo-be,0.07,kwadRilobe,10,10
24138,quadrivium,qua-dri-vium,kwa-dRi-vjOm,0.07,kwadRivjOm,10,10
24139,quadrumane,qua-dru-ma-ne,kwa-dRu-man,0.07,kwadRuman,10,9
24140,quadruple,qua-dru-ple,kwa-dRupl,0.54,kwadRupl,9,8
24141,quadrupler,qua-dru-pler,kwa-dRy-ple,0.68,kwadRyple,10,9
24142,quadrupède,qua-dru-pè-de,kwa-dRu-pEd,1.01,kwadRupEd,10,9
24143,quai,quai,kE,73.99,kE,4,2
24144,quaker,qua-ker,kwE-k9R,0.74,kwEk9R,6,6
24145,quakeresse,qua-ke-res-se,kwE-k°-REs,0.14,kwEk°REs,10,8
24149,qualifier,qua-li-fier,ka-li-fje,11.62,kalifje,9,7
24150,qualifié,qua-li-fié,ka-li-fje,3.78,kalifje,8,7
24151,qualitatif,qua-li-ta-tif,ka-li-ta-tif,0.14,kalitatif,10,9
24152,qualité,qua-li-té,ka-li-te,59.12,kalite,7,6
24153,quand,quand,k@,1480.07,k@,5,2
24154,quant,quant,k@,32.3,k@,5,2
24155,quantifier,quan-ti-fier,k@-ti-fje,0.07,k@tifje,10,7
24156,quantique,quan-ti-que,kw@-tik,0.07,kw@tik,9,6
24157,quantité,quan-ti-té,k@-ti-te,18.99,k@tite,8,6
24158,quantième,quan-tiè-me,k@-tjEm,0.07,k@tjEm,9,6
24159,quanto,quan-to,k@-to,0.07,k@to,6,4
24160,quantum,quan-tum,kw@-tOm,0.2,kw@tOm,7,6
24162,quarante,qua-ran-te,ka-R@t,43.78,kaR@t,8,5
24165,quark,quark,kwaRk,0.14,kwaRk,5,5
24166,quart,quart,kaR,77.3,kaR,5,3
24167,quartaut,quar-taut,kaR-to,0.2,kaRto,8,5
24168,quarte,quar-te,kaRt,0.14,kaRt,6,4
24169,quartenier,quar-te-nier,kaR-t°-nje,0.07,kaRt°nje,10,8
24170,quarteron,quar-te-ron,kaR-t°-R§,0.81,kaRt°R§,9,7
24171,quartette,quar-tet-te,kwaR-tEt,0.14,kwaRtEt,9,7
24172,quartidi,quar-ti-di,kwaR-ti-di,0.07,kwaRtidi,8,8
24173,quartier,quar-tier,kaR-tje,112.16,kaRtje,8,6
24174,quarto,quar-to,kwaR-to,0.14,kwaRto,6,6
24175,quartz,quartz,kwaRts,1.69,kwaRts,6,6
24176,quarté,quar-té,kaR-te,0.07,kaRte,6,5
24177,quasi,qua-si,ka-zi,17.36,kazi,5,4
24178,quasiment,qua-si-ment,ka-zi-m@,6.62,kazim@,9,6
24180,quatorze,qua-tor-ze,ka-tORz,22.09,katORz,8,6
24182,quatrain,qua-train,ka-tR5,0.68,katR5,8,5
24183,quatre,qua-tre,katR,282.64,katR,6,4
24184,quatrième,qua-triè-me,ka-tRi-jEm,15.74,katRijEm,9,8
24187,quatuor,qua-tuor,kwa-t8OR,3.45,kwat8OR,7,7
24188,que,que,k°,3315.95,k°,3,2
24189,quel,quel,kEl,265.34,kEl,4,3
24190,quelconque,quel-con-que,kEl-k§k,28.85,kElk§k,10,6
24191,quelle,quel-le,kEl,244.39,kEl,6,3
24192,quelles,quel-les,kEl,35.95,kEl,7,3
24193,quelque,quel-que,kElk,557.77,kElk,7,4
24195,quelques,quel-ques,kElk,732.57,kElk,8,4
24196,quels,quels,kEl,37.23,kEl,5,3
24197,quenelle,que-nel-le,k°-nEl,0.74,k°nEl,8,5
24198,quenotte,que-not-te,k°-nOt,0.74,k°nOt,8,5
24199,quenouille,que-nouil-le,k°-nuj,0.74,k°nuj,10,5
24200,querelle,que-rel-le,k°-REl,12.77,k°REl,8,5
24201,quereller,que-rel-ler,k°-Re-le,2.16,k°Rele,9,6
24202,querelleur,que-rel-leur,k°-RE-l9R,0.14,k°REl9R,10,7
24203,question,ques-tion,kEs-tj§,328.45,kEstj§,8,6
24207,quetsche,quet-sche,kwEtS,0.74,kwEtS,8,5
24208,queue,queue,k2,57.84,k2,5,2
24209,qui,qui,ki,7923.24,ki,3,2
24210,quiche,qui-che,kiS,0.68,kiS,6,3
24211,quichotte,qui-chot-te,ki-SOt,0.07,kiSOt,9,5
24212,quick,qui-ck,kik,0.2,kik,5,3
24213,quiconque,qui-con-que,ki-k§k,9.12,kik§k,9,5
24214,quidam,qui-dam,k8i-dam,2.23,k8idam,6,6
24215,quiet,quiet,kjE,0.74,kjE,5,3
24216,quignon,qui-gnon,ki-N§,2.43,kiN§,7,4
24217,quille,quil-le,kij,5.81,kij,6,3
24218,quillon,quil-lon,ki-j§,0.2,kij§,7,4
24219,quimper,quim-per,k5-pe,1.15,k5pe,7,4
24220,quincaille,quin-cail-le,k5-kaj,0.34,k5kaj,10,5
24223,quinconce,quin-con-ce,k5-k§s,1.42,k5k§s,9,5
24224,quine,qui-ne,kin,0.34,kin,5,3
24225,quinine,qui-ni-ne,ki-nin,0.95,kinin,7,5
24226,quinqua,quin-qua,k5-ka,0.2,k5ka,7,4
24229,quinquet,quin-quet,k5-kE,2.3,k5kE,8,4
24230,quinquina,quin-qui-na,k5-ki-na,0.54,k5kina,9,6
24231,quint,quint,k5,0.2,k5,5,2
24232,quintaine,quin-tai-ne,k5-tEn,0.07,k5tEn,9,5
24233,quintal,quin-tal,k5-tal,1.01,k5tal,7,5
24234,quinte,quin-te,k5t,4.86,k5t,6,3
24237,quintette,quin-tet-te,k5-tEt,1.22,k5tEt,9,5
24238,quinteux,quin-teux,k5-t2,0.2,k5t2,8,4
24239,quintidi,quin-ti-di,k5-ti-di,0.07,k5tidi,8,6
24240,quintuple,quin-tu-ple,k5-typl,0.2,k5typl,9,6
24241,quinzaine,quin-zai-ne,k5-zEn,11.89,k5zEn,9,5
24242,quinze,quin-ze,k5z,94.8,k5z,6,3
24243,quinzième,quin-ziè-me,k5-zjEm,2.03,k5zjEm,9,6
24244,quiproquo,qui-pro-quo,ki-pRo-ko,0.88,kipRoko,9,7
24245,quipu,qui-pu,ki-pu,0.07,kipu,5,4
24246,quittance,quit-tan-ce,ki-t@s,1.15,kit@s,9,5
24247,quitte,quit-te,kit,5.07,kit,6,3
24248,quitter,quit-ter,ki-te,318.72,kite,7,4
24249,quitus,qui-tus,ki-tys,0.07,kitys,6,5
24250,quiètement,quiè-te-ment,kjE-t°-m@,0.14,kjEt°m@,10,7
24251,quiétisme,quié-tis-me,kje-tizm,0.34,kjetizm,9,7
24252,quiétiste,quié-tis-te,kje-tist,0.07,kjetist,9,7
24253,quiétude,quié-tu-de,kje-tyd,5.14,kjetyd,8,6
24254,quoi,quoi,kwa,380.07,kwa,4,3
24255,quoique,quoi-que,kwa-k°,9.46,kwak°,7,5
24256,quolibet,quo-li-bet,ko-li-bE,2.91,kolibE,8,6
24257,quorum,quo-rum,ko-ROm,0.2,koROm,6,5
24258,quota,quo-ta,ko-ta,0.47,kota,5,4
24259,quotidien,quo-ti-dien,ko-ti-dj5,8.85,kotidj5,9,7
24261,quotient,quo-tient,ko-sj@,0.61,kosj@,8,5
24262,quotité,quo-ti-té,ko-ti-te,0.07,kotite,7,6
24263,québécois,qué-bé-cois,ke-be-kwa,0.07,kebekwa,9,7
24264,quémander,qué-man-der,ke-m@-de,2.7,kem@de,9,6
24265,quémandeur,qué-man-deur,ke-m@-d9R,0.88,kem@d9R,10,7
24266,quéquette,qué-quet-te,ke-kEt,2.36,kekEt,9,5
24267,quérir,qué-rir,ke-RiR,1.76,keRiR,6,5
24268,quête,quê-te,kEt,14.53,kEt,5,3
24269,quêter,quê-ter,ke-te,3.38,kete,6,4
24270,quêteur,quê-teur,kE-t9R,0.81,kEt9R,7,5
24271,ra,ra,Ra,3.45,Ra,2,2
24272,rab,rab,Rab,1.76,Rab,3,3
24273,rabais,ra-bais,Ra-bE,1.55,RabE,6,4
24275,rabaisser,ra-bais-ser,Ra-be-se,3.38,Rabese,9,6
24276,rabane,ra-ba-ne,Ra-ban,0.14,Raban,6,5
24277,rabat,ra-bat,Ra-ba,1.62,Raba,5,4
24278,rabattant,ra-bat-tant,Ra-ba-t@,0.07,Rabat@,9,6
24279,rabatteur,ra-bat-teur,Ra-ba-t9R,1.82,Rabat9R,9,7
24280,rabattre,ra-bat-tre,Ra-batR,21.76,RabatR,8,6
24281,rabattu,ra-bat-tu,Ra-ba-ty,2.03,Rabaty,7,6
24282,rabbi,rab-bi,Ra-bi,0.74,Rabi,5,4
24283,rabbin,rab-bin,Ra-b5,7.57,Rab5,6,4
24284,rabbinat,rab-bi-nat,Ra-bi-na,0.2,Rabina,8,6
24285,rabbinique,rab-bi-ni-que,Ra-bi-nik,0.41,Rabinik,10,7
24286,rabe,ra-be,Rab,0.14,Rab,4,3
24289,rabibocher,ra-bi-bo-cher,Ra-bi-bo-Se,0.54,RabiboSe,10,8
24290,rabiot,ra-biot,Ra-bjo,0.88,Rabjo,6,5
24291,rabioter,ra-bio-ter,Ra-bjo-te,0.27,Rabjote,8,7
24292,rabique,ra-bi-que,Ra-bik,0.14,Rabik,7,5
24293,rabonnir,ra-bon-nir,Ra-bo-niR,0.07,RaboniR,8,7
24294,rabot,ra-bot,Ra-bo,1.28,Rabo,5,4
24295,rabotage,ra-bo-ta-ge,Ra-bo-taZ,0.14,RabotaZ,8,7
24296,raboter,ra-bo-ter,Ra-bo-te,2.91,Rabote,7,6
24297,raboteur,ra-bo-teur,Ra-bo-t9R,0.07,Rabot9R,8,7
24298,raboteux,ra-bo-teux,Ra-bo-t2,0.88,Rabot2,8,6
24299,rabougri,ra-bou-gri,Ra-bu-gRi,3.38,RabugRi,8,7
24300,rabougrir,ra-bou-grir,Ra-bu-gRiR,0.95,RabugRiR,9,8
24301,rabouter,ra-bou-ter,Ra-bu-te,0.14,Rabute,8,6
24302,rabrouer,ra-brouer,Ra-bRu-e,2.84,RabRue,8,6
24303,rabâchage,ra-bâ-cha-ge,Ra-ba-SaZ,0.34,RabaSaZ,9,7
24304,rabâcher,ra-bâ-cher,Ra-ba-Se,4.32,RabaSe,8,6
24305,rac,rac,Rak,0.95,Rak,3,3
24306,racaille,ra-cail-le,Ra-kaj,2.97,Rakaj,8,5
24310,raccord,rac-cord,Ra-kOR,1.28,RakOR,7,5
24312,raccorder,rac-cor-der,Ra-kOR-de,2.64,RakORde,9,7
24313,raccourci,rac-cour-ci,Ra-kuR-si,4.32,RakuRsi,9,7
24314,raccourcir,rac-cour-cir,Ra-kuR-siR,5.95,RakuRsiR,10,8
24315,raccroc,rac-croc,Ra-kRo,0.47,RakRo,7,5
24317,raccrocher,rac-cro-cher,Ra-kRo-Se,26.08,RakRoSe,10,7
24319,race,ra-ce,Ras,34.93,Ras,4,3
24320,rachat,ra-chat,Ra-Sa,1.01,RaSa,6,4
24321,racheter,ra-che-ter,Ra-S°-te,12.91,RaS°te,8,6
24322,rachidien,ra-chi-dien,Ra-Si-dj5,0.14,RaSidj5,9,7
24323,rachis,ra-chis,Ra-Sis,0.07,RaSis,6,5
24324,rachitique,ra-chi-ti-que,Ra-Si-tik,0.61,RaSitik,10,7
24325,rachitisme,ra-chi-tis-me,Ra-Si-tizm,0.14,RaSitizm,10,8
24326,racial,ra-cial,Ra-sjal,1.35,Rasjal,6,6
24328,racine,ra-ci-ne,Ra-sin,31.96,Rasin,6,5
24329,raciner,ra-ci-ner,Ra-si-ne,0.34,Rasine,7,6
24330,racisme,ra-cis-me,Ra-sizm,2.97,Rasizm,7,6
24331,raciste,ra-cis-te,Ra-sist,3.45,Rasist,7,6
24332,rack,ra-ck,Rak,0.07,Rak,4,3
24333,racket,ra-cket,Ra-kEt,0.68,RakEt,6,5
24334,raclant,ra-clant,Ra-kl@,0.27,Rakl@,7,5
24335,racle,ra-cle,Rakl,0.07,Rakl,5,4
24336,raclement,ra-cle-ment,Ra-kl°-m@,2.09,Rakl°m@,9,7
24337,racler,ra-cler,Ra-kle,12.5,Rakle,6,5
24338,raclette,ra-clet-te,Ra-klEt,0.81,RaklEt,8,6
24339,racloir,ra-cloir,Rak-lwaR,0.07,RaklwaR,7,7
24340,raclure,ra-clu-re,Ra-klyR,1.49,RaklyR,7,6
24341,raclée,ra-clée,Ra-kle,3.24,Rakle,6,5
24342,racolage,ra-co-la-ge,Ra-ko-laZ,0.61,RakolaZ,8,7
24343,racoler,ra-co-ler,Ra-ko-le,1.42,Rakole,7,6
24344,racoleur,ra-co-leur,Ra-ko-l9R,0.41,Rakol9R,8,7
24345,racontable,ra-con-ta-ble,Ra-k§-tabl,0.2,Rak§tabl,10,8
24346,racontar,ra-con-tar,Ra-k§-taR,2.23,Rak§taR,8,7
24347,raconter,ra-con-ter,Ra-k§-te,261.89,Rak§te,8,6
24348,raconteur,ra-con-teur,Ra-k§-t9R,0.14,Rak§t9R,9,7
24349,racornir,ra-cor-nir,Ra-kOR-niR,3.45,RakORniR,8,8
24350,racé,ra-cé,Ra-se,1.69,Rase,4,4
24351,rad,rad,Rad,0.07,Rad,3,3
24352,radar,ra-dar,Ra-daR,2.7,RadaR,5,5
24353,rade,ra-de,Rad,10.88,Rad,4,3
24354,radeau,ra-deau,Ra-do,5.2,Rado,6,4
24355,radeuse,ra-deu-se,Ra-d2z,0.34,Rad2z,7,5
24356,radial,ra-dial,Ra-djal,0.34,Radjal,6,6
24357,radiant,ra-diant,Ra-dj@,0.14,Radj@,7,5
24358,radiateur,ra-dia-teur,Ra-dja-t9R,7.43,Radjat9R,9,8
24359,radiation,ra-dia-tion,Ra-dja-sj§,0.74,Radjasj§,9,8
24360,radical,ra-di-cal,Ra-di-kal,8.11,Radikal,7,7
24364,radier,ra-dier,Ra-dje,0.27,Radje,6,5
24366,radieux,ra-dieux,Ra-dj2,12.09,Radj2,7,5
24367,radin,ra-din,Ra-d5,1.55,Rad5,5,4
24368,radiner,ra-di-ner,Ra-di-ne,2.03,Radine,7,6
24369,radinerie,ra-di-ne-rie,Ra-di-n°-Ri,0.07,Radin°Ri,9,8
24370,radio,ra-dio,Ra-djo,55.0,Radjo,5,5
24371,radioactif,ra-dio-ac-tif,Ra-djo-ak-tif,0.68,Radjoaktif,10,10
24377,radiologie,ra-dio-lo-gie,Ra-djo-lo-Zi,0.07,RadjoloZi,10,9
24378,radiologue,ra-dio-lo-gue,Ra-djo-lOg,0.27,RadjolOg,10,8
24379,radiomètre,ra-dio-mè-tre,Ra-djo-mEtR,0.07,RadjomEtR,10,9
24380,radiophare,ra-dio-pha-re,Ra-djo-faR,0.07,RadjofaR,10,8
24384,radis,ra-dis,Ra-di,3.11,Radi,5,4
24385,radium,ra-dium,Ra-djOm,0.07,RadjOm,6,6
24386,radius,ra-dius,Ra-djys,0.07,Radjys,6,6
24387,radié,ra-dié,Ra-dje,0.07,Radje,5,5
24388,radja,rad-ja,Rad-Za,0.07,RadZa,5,5
24389,radjah,rad-jah,Rad-Za,0.14,RadZa,6,5
24390,radotage,ra-do-ta-ge,Ra-do-taZ,0.81,RadotaZ,8,7
24391,radoter,ra-do-ter,Ra-do-te,2.3,Radote,7,6
24392,radoteur,ra-do-teur,Ra-do-t9R,0.27,Radot9R,8,7
24393,radoub,ra-doub,Ra-du,0.41,Radu,6,4
24394,radouber,ra-dou-ber,Ra-du-be,0.14,Radube,8,6
24395,radoubeur,ra-dou-beur,Ra-du-b9R,0.07,Radub9R,9,7
24396,radoucir,ra-dou-cir,Ra-du-siR,2.09,RadusiR,8,7
24397,rafale,ra-fa-le,Ra-fal,19.46,Rafal,6,5
24398,raffermir,raf-fer-mir,Ra-fER-miR,1.82,RafERmiR,9,8
24399,raffinage,raf-fi-na-ge,Ra-fi-naZ,0.07,RafinaZ,9,7
24401,raffiner,raf-fi-ner,Ra-fi-ne,2.03,Rafine,8,6
24402,raffinerie,raf-fi-ne-rie,Ra-fi-n°-Ri,1.01,Rafin°Ri,10,8
24403,raffiné,raf-fi-né,Ra-fi-ne,6.15,Rafine,7,6
24404,raffoler,raf-fo-ler,Ra-fo-le,3.85,Rafole,8,6
24405,raffut,raf-fut,Ra-fy,1.69,Rafy,6,4
24406,rafiau,ra-fiau,Ra-fjo,0.07,Rafjo,6,5
24407,rafiot,ra-fiot,Ra-fjo,1.42,Rafjo,6,5
24409,rafistoler,ra-fis-to-ler,Ra-fis-to-le,3.31,Rafistole,10,9
24410,rafle,ra-fle,Rafl,3.11,Rafl,5,4
24411,rafler,ra-fler,Ra-fle,5.2,Rafle,6,5
24412,rafraîchir,ra-fraî-chir,Ra-fRe-SiR,10.41,RafReSiR,10,8
24413,raft,raft,Raft,0.07,Raft,4,4
24415,rage,ra-ge,RaZ,45.34,RaZ,4,3
24416,rageant,ra-geant,Ra-Z@,0.2,RaZ@,7,4
24417,rager,ra-ger,Ra-Ze,2.64,RaZe,5,4
24418,rageur,ra-geur,Ra-Z9R,9.26,RaZ9R,6,5
24420,raglan,ra-glan,Ra-gl@,0.54,Ragl@,6,5
24421,ragnagnas,ra-gna-gnas,Ra-Na-Na,0.07,RaNaNa,9,6
24422,ragot,ra-got,Ra-go,4.32,Rago,5,4
24423,ragoter,ra-go-ter,Ra-go-te,0.27,Ragote,7,6
24425,ragoût,ra-goût,Ra-gu,4.46,Ragu,6,4
24426,ragoûtant,ra-goû-tant,Ra-gu-t@,1.22,Ragut@,9,6
24427,rai,rai,RE,5.41,RE,3,2
24428,raid,raid,REd,2.84,REd,4,3
24429,raide,rai-de,REd,6.82,REd,5,3
24430,raider,rai-der,Raj-d9R,0.41,Rajd9R,6,6
24431,raideur,rai-deur,RE-d9R,7.03,REd9R,7,5
24432,raidillon,rai-dil-lon,RE-di-j§,4.12,REdij§,9,6
24433,raidir,rai-dir,Re-diR,19.59,RediR,6,5
24435,raie,raie,RE,11.01,RE,4,2
24436,raifort,rai-fort,RE-fOR,0.27,REfOR,7,5
24437,rail,rail,Raj,16.22,Raj,4,3
24438,railler,rail-ler,Ra-je,3.31,Raje,7,4
24439,raillerie,rail-le-rie,Ra-j°-Ri,3.04,Raj°Ri,9,6
24440,railleur,rail-leur,Ra-j9R,1.89,Raj9R,8,5
24441,rainer,rai-ner,Re-ne,0.27,Rene,6,4
24442,rainette,rai-net-te,RE-nEt,0.88,REnEt,8,5
24443,rainure,rai-nu-re,Re-nyR,3.51,RenyR,7,5
24444,rainurer,rai-nu-rer,Re-ny-Re,0.2,RenyRe,8,6
24445,raire,rai-re,RER,2.09,RER,5,3
24446,raisin,rai-sin,RE-z5,9.53,REz5,6,4
24447,raisiné,rai-si-né,RE-zi-ne,1.35,REzine,7,6
24448,raison,rai-son,RE-z§,308.78,REz§,6,4
24451,raisonner,rai-son-ner,RE-zo-ne,10.27,REzone,9,6
24452,raisonneur,rai-son-neur,RE-zo-n9R,0.54,REzon9R,10,7
24453,raisonné,rai-son-né,RE-zo-ne,0.68,REzone,8,6
24454,rajah,ra-jah,Ra-Za,0.2,RaZa,5,4
24455,rajeunir,ra-jeu-nir,Ra-Z9-niR,7.91,RaZ9niR,8,7
24456,rajout,ra-jout,Ra-Zu,0.2,RaZu,6,4
24457,rajouter,ra-jou-ter,Ra-Zu-te,9.32,RaZute,8,6
24459,rajuster,ra-jus-ter,Ra-Zys-te,6.08,RaZyste,8,7
24460,raki,ra-ki,Ra-ki,1.15,Raki,4,4
24461,ralbol,ral-bol,Ral-bOl,0.2,RalbOl,6,6
24462,ralenti,ra-len-ti,Ra-l@-ti,10.61,Ral@ti,7,6
